page_number,company_name,email_count,emails,phones,websites,founded_year,employees,profile_url
51,UP-GREAT FASHION,1,shahin@up-greatfashion.com,01715909620,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2012,10-49,https://www.commonobjective.co/up-great-fashion
51,Aletheia,1,info@atelier-aletheia.com,+34659282838,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1850,1000+,https://www.commonobjective.co/aletheia
51,CARLA_M.,1,carlamatos.materialab@gmail.com,+351961444133,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2009,1-4,https://www.commonobjective.co/carla-m
51,Orta Anadolu,1,nonder@ortaanadolu.com,+902123153200,https://www.google-analytics.com; https://www.google.com; www.ortablu.org,1953,1000+,https://www.commonobjective.co/orta-anadolu
51,corben&lane,1,irina@corbenandlane.com,+16174075366,https://www.google-analytics.com; https://www.google.com; www.corbenandlane.com,2020,1-4,https://www.commonobjective.co/corben-lane
51,ALBA,1,Zghal.ahmed@hotmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,10-49,https://www.commonobjective.co/alba
51,Burgaya,1,patriciaburgaya@gmail.com,,www.google.com; http://burgaya.dk; https://www.googletagmanager.com,,,https://www.commonobjective.co/burgaya
51,Pashmina.com,1,marketing@pashmina.com,,http://www.pashmina.com; https://www.google-analytics.com; https://www.google.com,2017,10-49,https://www.commonobjective.co/pashmina-com
51,Industria Maviltex S.A.S,1,subgerencia@maviltex.com.co,+573045595991,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2000,50-249,https://www.commonobjective.co/industria-maviltex-s-a-s
51,Creative Apparel Sourcing,1,thoufik.creativeapparelsourcing@gmail.com,,https://www.google-analytics.com; https://www.google.com; www.creativeapparelsourcing.com,2017,10-49,https://www.commonobjective.co/creative-apparel-sourcing
51,AUROMIRA EXPORTS,1,info@auromiraexports.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2004,10-49,https://www.commonobjective.co/auromira-exports-business
52,CAVAN JAYNE,1,cavan.mcpherson@network.rca.ac.uk,07506705280,https://www.google-analytics.com; https://www.google.com; http://www.cavanjayne.com,2018,1-4,https://www.commonobjective.co/cavan-jayne
52,Maya Weaves,1,antara@mayaweaves.in,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2015,1-4,https://www.commonobjective.co/maya-weaves
52,Black Cherry Fashion Development,1,terrianne@blackcherryfd.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1999,1-4,https://www.commonobjective.co/black-cherry-fashion-development
52,Al Kilani Fabrics,1,sameerasheriff1196@gmail.com,(971) 2634930,https://www.google-analytics.com; https://www.google.com; www.alkilanifabrics.com,2009,10-49,https://www.commonobjective.co/al-kilani-fabrics
52,ApparelTASKER,1,zack@appareltasker.com,,http://www.appareltasker.com; https://www.google-analytics.com; https://www.google.com,2015,50-249,https://www.commonobjective.co/appareltasker
52,Artesanias Pachay,1,guido@artesaniaspachay.com,+593983922621,https://www.google-analytics.com; http://www.artesaniaspachay.com; https://www.google.com,2016,10-49,https://www.commonobjective.co/artesanias-pachay
52,ALWAYS TRENDIN PTY LTD,1,dinesh@alwaystrendin.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2020,10-49,https://www.commonobjective.co/always-trendin-pty-ltd
52,Re.Verso™,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2012,,https://www.commonobjective.co/re-verso
52,Kukka,1,info@kukka.nl,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2010,,https://www.commonobjective.co/kukka
52,TextileLab,0,,,https://cdn.segment.com; https://www.google-analytics.com; https://www.google.com,2016,,https://www.commonobjective.co/textilelab
52,Colorfix,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2016,,https://www.commonobjective.co/colorfix
52,Faber Futures,1,laura@faberfutures.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2017,,https://www.commonobjective.co/faber-futures
52,Rare Thread,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/rare-thread
52,Asahi Kasei,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1922,,https://www.commonobjective.co/asahi-kasei
52,The LYCRA Company,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1958,,https://www.commonobjective.co/the-lycra-company
52,Friedmans,1,laura_neeson@hotmail.com,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1962,,https://www.commonobjective.co/friedmans
52,Iluna,0,,,https://www.google-analytics.com; https://www.google.com; www.iluna.com,1969,,https://www.commonobjective.co/iluna
52,TESSITURA COLOMBO,0,,,www.tessituracolombo.com; https://www.google-analytics.com; https://www.google.com,,,https://www.commonobjective.co/tessitura-colombo
52,Carvico,0,,,https://www.google-analytics.com; https://www.google.com; www.carvico.com,1962,,https://www.commonobjective.co/carvico
52,SPORTWEAR ARGENTONA,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1997,,https://www.commonobjective.co/sportwear-argentona
53,Oratex,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1989,,https://www.commonobjective.co/oratex
53,Spanflex,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/spanflex
53,Sheiflex,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2001,,https://www.commonobjective.co/sheiflex
53,Penn Textile Solutions,0,,,https://www.google-analytics.com; http://www.penn-ts.com; https://www.google.com,1987,,https://www.commonobjective.co/penn-textile-solutions
53,Maglificio Ripa,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1952,,https://www.commonobjective.co/maglificio-ripa
53,Piave Maitex,0,,,https://www.google-analytics.com; https://www.google.com; www.piavemaitex.com,1908,,https://www.commonobjective.co/piave-maitex
53,Nilit,0,,,https://cdn.segment.com; https://www.google-analytics.com; https://www.google.com,1969,,https://www.commonobjective.co/nilit
53,Seven Senses Fabrics,1,info@sevensensesfabrics.com,,http://www.sevensensesfabrics.com; https://www.google-analytics.com; http://www.w3.org,2015,,https://www.commonobjective.co/seven-senses-fabrics
53,Shanxi Greenland Textile Co,0,,,https://www.google-analytics.com; http://www.organichemp.cn; https://www.google.com,1997,1000+,https://www.commonobjective.co/shanxi-greenland-textile-co
53,Qingdao Fab Mill,0,,,https://www.google-analytics.com; http://www.hempshowtex.com; https://www.google.com,2004,,https://www.commonobjective.co/qingdao-fab-mill
53,Evlox,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1850,,https://www.commonobjective.co/evlox
53,ISKO,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1983,,https://www.commonobjective.co/isko
53,Pizarro,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1983,,https://www.commonobjective.co/pizarro
53,Soorty,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1983,,https://www.commonobjective.co/soorty
53,Atlantic Mills (Thailand) Co,0,,,https://cdn.segment.com; https://www.google-analytics.com; https://www.google.com,2002,,https://www.commonobjective.co/atlantic-mills-thailand-co
53,Global Denim,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2006,,https://www.commonobjective.co/global-denim
53,Ama Herbal,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1996,,https://www.commonobjective.co/ama-herbal
53,Britannia Garment Packaging,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1976,,https://www.commonobjective.co/britannia-garment-packaging
53,BCI Corporation,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2005,,https://www.commonobjective.co/bci-corporation
53,Avery Dennison,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1935,,https://www.commonobjective.co/avery-dennison
54,Wendler Inside,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1850,,https://www.commonobjective.co/wendler-inside
54,Freudenberg Performance Materials,1,nilesh.rodrigo@freudenberg-pm.com,,https://www.google-analytics.com; https://www.google.com; www.freudenberg-pm.com,1936,,https://www.commonobjective.co/freudenberg-performance-materials
54,YKK Fastening,0,,,www.ykkfastening.com; https://www.google-analytics.com; https://www.google.com,1987,,https://www.commonobjective.co/ykk-fastening
54,Coats,0,,,https://cdn.segment.com; https://www.google-analytics.com; https://www.google.com,1850,,https://www.commonobjective.co/coats
54,Amman,0,,,https://cdn.segment.com; https://www.google-analytics.com; https://www.google.com,1854,,https://www.commonobjective.co/amman
54,American & Efird,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1891,,https://www.commonobjective.co/american-efird
54,Botto Giuseppe,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1876,,https://www.commonobjective.co/botto-giuseppe
54,Designer Textiles,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1968,,https://www.commonobjective.co/designer-textiles
54,Birla Cellulose,0,,,https://www.google-analytics.com; https://www.google.com; www.birlacellulose.com,2006,,https://www.commonobjective.co/birla-cellulose
54,Chul Thai Silk,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2018,,https://www.commonobjective.co/chul-thai-silk
54,Centro Seta,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1981,,https://www.commonobjective.co/centro-seta
54,Balavigna Weaving Mills,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1995,,https://www.commonobjective.co/balavigna-weaving-mills
54,Simplifi,0,,,https://www.google-analytics.com; https://www.google.com; http://www.simplififabric.com,,,https://www.commonobjective.co/simplifi
54,ZS Fabrics,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2012,,https://www.commonobjective.co/zs-fabrics
54,Arunaa Textiles,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1998,,https://www.commonobjective.co/arunaa-textiles
54,Swicofil,0,,,https://www.google-analytics.com; http://www.swicofil.com; https://www.google.com,1995,,https://www.commonobjective.co/swicofil
54,Life Materials,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2015,,https://www.commonobjective.co/life-materials
54,MIKO,0,,,https://www.google-analytics.com; http://www.dinamicamiko.com; https://www.google.com,1997,,https://www.commonobjective.co/miko
54,Toray,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1926,,https://www.commonobjective.co/toray
54,Eleather,1,Nicola.rapley@eleathergroup.com,,https://www.google-analytics.com; http://www.w3.org; https://www.google.com,2007,,https://www.commonobjective.co/eleather
55,Natural Cotton Color,0,,,www.ecofriendlycotton.com; https://www.google-analytics.com; http://www.ecofriendlycotton.com,1995,,https://www.commonobjective.co/natural-cotton-color
55,Eco2cotton®,0,,,https://www.google-analytics.com; http://www.w3.org; https://www.google.com,,,https://www.commonobjective.co/eco2cotton-r
55,Marchi & Fildi,0,,,https://www.google-analytics.com; https://www.google.com; http://www.marchifildi.com,1965,,https://www.commonobjective.co/marchi-fildi
55,Recover,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1947,,https://www.commonobjective.co/recover
55,OCC Apparel,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2004,,https://www.commonobjective.co/occ-apparel
55,The Fabric Store,0,,,http://thefabricstoreonline.com; https://www.google-analytics.com; https://www.google.com,1995,,https://www.commonobjective.co/the-fabric-store
55,Pickering International,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1992,,https://www.commonobjective.co/pickering-international
55,Birch Fabrics,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,2009,,https://www.commonobjective.co/birch-fabrics
55,Stoffonkel,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/stoffonkel
55,Meterwerk,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,,,https://www.commonobjective.co/meterwerk
55,Virent,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1850,1000+,https://www.commonobjective.co/virent
55,SOFILETA,0,,,https://www.google-analytics.com; http://www.sofileta.com; https://www.google.com,1911,,https://www.commonobjective.co/sofileta
55,Santaconstancia,0,,,https://www.google-analytics.com; https://www.google.com; http://intelligence.ethicalfashionforum.com,1948,50-249,https://www.commonobjective.co/santaconstancia
